Gender,Education_Level,Income_Level,Urban_Rural,Profession,Dowry_Amount_Lakhs
Female,School,Middle,Rural,Government Officer,16.65
Female,Postgraduate,High,Rural,Teacher,10.55
Male,Graduate,Middle,Rural,Business Owner,9.84
Male,Postgraduate,Low,Rural,Farmer,4.15
Female,Postgraduate,Middle,Urban,Government Officer,20.6
Female,Graduate,High,Urban,Government Officer,20.5
Female,Graduate,Middle,Rural,Business Owner,10.81
Female,School,High,Urban,Software Engineer,14.54
Female,Graduate,High,Rural,Farmer,9.71
Female,Postgraduate,Low,Rural,Farmer,4.05
Female,Postgraduate,Low,Urban,Doctor,33.47
Female,Graduate,High,Urban,Doctor,33.87
Female,Postgraduate,Middle,Urban,Government Officer,23.32
Male,School,Low,Urban,Business Owner,10.53
Male,Postgraduate,Low,Rural,Teacher,5.17
Male,School,High,Urban,Government Officer,24.18
Female,Postgraduate,Middle,Rural,Doctor,21.88
Male,School,Low,Rural,Government Officer,16.04
Female,School,Low,Rural,Business Owner,11.14
Female,Graduate,Middle,Rural,Farmer,5.2
Male,School,Low,Rural,Farmer,9.61
Female,Graduate,Middle,Urban,Farmer,11.17
Male,Postgraduate,High,Rural,Farmer,10.07
Male,Postgraduate,Low,Urban,Teacher,11.74
Male,Postgraduate,High,Rural,Software Engineer,15.76
Female,School,Middle,Urban,Teacher,10.47
Male,Postgraduate,High,Urban,Government Officer,15.08
Female,Postgraduate,High,Rural,Doctor,17.23
Male,Graduate,High,Rural,Business Owner,9.44
Male,Graduate,Middle,Urban,Government Officer,19.85
Male,Postgraduate,Middle,Rural,Software Engineer,10.77
Female,Postgraduate,Middle,Rural,Business Owner,19.68
Female,School,Middle,Urban,Business Owner,19.95
Female,School,Middle,Urban,Business Owner,9.79
Male,Postgraduate,Low,Rural,Government Officer,17.55
Male,Graduate,Low,Rural,Software Engineer,25.36
Female,Postgraduate,Low,Rural,Government Officer,24.42
Female,School,High,Rural,Business Owner,18.7
Female,Graduate,High,Urban,Business Owner,11.06
Female,Graduate,Middle,Urban,Doctor,16.7
Female,School,Middle,Rural,Teacher,7.89
Female,Postgraduate,Low,Urban,Government Officer,17.68
Male,Postgraduate,Middle,Urban,Software Engineer,17.2
Female,Postgraduate,High,Urban,Business Owner,17.29
Male,School,Middle,Urban,Government Officer,15.35
Male,Graduate,Low,Urban,Teacher,13.59
Female,School,Middle,Urban,Government Officer,14.93
Female,Postgraduate,High,Urban,Teacher,8.61
Male,School,Low,Rural,Government Officer,17.82
Female,Graduate,Middle,Rural,Doctor,20.82
Female,School,High,Urban,Government Officer,21.96
Male,Postgraduate,Low,Urban,Farmer,6.69
Male,Graduate,Low,Urban,Doctor,32.74
Male,School,High,Urban,Teacher,14.64
Female,School,Middle,Urban,Business Owner,18.32
Male,Graduate,Middle,Rural,Business Owner,14.27
Female,Graduate,Middle,Urban,Government Officer,18.63
Male,Postgraduate,Low,Rural,Software Engineer,14.32
Male,Graduate,Low,Rural,Government Officer,19.7
Male,Postgraduate,Middle,Urban,Doctor,34.05
Female,School,Low,Urban,Doctor,16.61
Female,Postgraduate,Low,Urban,Teacher,12.52
Male,School,High,Rural,Government Officer,23.3
Male,Graduate,Middle,Rural,Teacher,14.87
Male,School,Middle,Rural,Software Engineer,16.7
Female,Graduate,Middle,Urban,Business Owner,12.27
Male,School,Low,Urban,Business Owner,10.76
Female,School,Low,Urban,Government Officer,22.26
Male,School,Low,Urban,Teacher,6.4
Male,School,Middle,Urban,Teacher,7.68
Male,Postgraduate,Low,Urban,Software Engineer,15.91
Male,School,Middle,Rural,Teacher,8.75
Male,Postgraduate,Low,Rural,Farmer,6.79
Male,Graduate,Middle,Urban,Farmer,8.03
Female,Graduate,High,Urban,Doctor,33.97
Male,Postgraduate,Low,Rural,Farmer,5.23
Female,Graduate,Middle,Rural,Farmer,10.01
Male,Graduate,High,Rural,Doctor,28.53
Male,School,High,Urban,Farmer,4.04
Female,School,Low,Rural,Farmer,10.29
Male,School,Middle,Rural,Doctor,16.81
Female,Postgraduate,Low,Rural,Government Officer,21.61
Female,Postgraduate,High,Rural,Doctor,29.32
Male,Graduate,Low,Rural,Doctor,28.79
Female,School,Middle,Urban,Farmer,5.49
Female,Postgraduate,High,Urban,Business Owner,14.88
Male,Postgraduate,Low,Rural,Farmer,9.85
Female,School,Low,Urban,Government Officer,20.29
Male,Postgraduate,Low,Urban,Doctor,31.09
Male,School,Low,Rural,Software Engineer,23.76
Male,Graduate,Low,Urban,Doctor,20.49
Male,Graduate,High,Urban,Government Officer,13.99
Female,Graduate,High,Rural,Teacher,11.32
Male,School,Middle,Rural,Farmer,9.84
Male,Postgraduate,Low,Urban,Business Owner,9.71
Female,Graduate,Middle,Urban,Business Owner,10.1
Male,Graduate,High,Urban,Farmer,3.11
Male,Graduate,Low,Rural,Farmer,7.79
Female,Postgraduate,Middle,Urban,Government Officer,19.05
Female,Postgraduate,Low,Urban,Doctor,25.0
Female,School,Low,Rural,Software Engineer,16.32
Female,Graduate,Middle,Urban,Doctor,23.56
Female,Postgraduate,High,Rural,Doctor,30.32
Female,School,Middle,Urban,Software Engineer,13.64
Female,Graduate,Middle,Rural,Business Owner,10.42
Male,Postgraduate,Middle,Urban,Doctor,28.34
Female,Postgraduate,Low,Urban,Teacher,13.67
Female,School,High,Rural,Teacher,8.4
Female,Graduate,High,Rural,Government Officer,24.13
Male,Graduate,Low,Rural,Government Officer,12.75
Male,Postgraduate,High,Rural,Software Engineer,12.37
Female,Graduate,Middle,Rural,Software Engineer,19.2
Female,School,High,Rural,Government Officer,21.41
Female,Postgraduate,Low,Rural,Farmer,6.34
Male,Postgraduate,High,Urban,Doctor,26.09
Male,School,Low,Urban,Farmer,3.26
Female,Postgraduate,Middle,Urban,Business Owner,13.54
Male,Graduate,Low,Urban,Teacher,7.43
Female,Graduate,High,Urban,Software Engineer,20.33
Male,Postgraduate,Middle,Urban,Government Officer,18.84
Male,School,High,Urban,Teacher,12.53
Female,School,Low,Rural,Farmer,7.86
Female,Graduate,Middle,Urban,Software Engineer,22.29
Female,School,Low,Rural,Software Engineer,20.59
Female,Postgraduate,High,Urban,Doctor,34.81
Male,Postgraduate,Low,Rural,Software Engineer,25.83
Male,Graduate,High,Urban,Business Owner,17.07
Male,Graduate,High,Urban,Software Engineer,22.55
Female,Graduate,Middle,Urban,Business Owner,14.34
Male,School,Middle,Urban,Farmer,6.1
Female,Postgraduate,Low,Rural,Doctor,30.68
Male,Postgraduate,High,Urban,Business Owner,10.28
Female,Postgraduate,High,Rural,Farmer,3.33
Female,Graduate,Middle,Urban,Teacher,11.98
Male,Postgraduate,Middle,Urban,Software Engineer,12.9
Female,School,Middle,Urban,Government Officer,23.75
Female,School,Middle,Urban,Government Officer,22.02
Male,Postgraduate,Low,Rural,Business Owner,15.23
Female,Graduate,Low,Rural,Doctor,21.28
Female,Postgraduate,Low,Rural,Business Owner,15.66
Female,School,Low,Urban,Farmer,7.29
Male,School,Middle,Urban,Farmer,5.62
Male,School,Low,Urban,Business Owner,19.34
Female,Postgraduate,Low,Urban,Business Owner,9.94
Male,School,Low,Rural,Teacher,12.53
Female,Graduate,Middle,Rural,Farmer,10.2
Female,Postgraduate,High,Rural,Teacher,14.52
Female,Postgraduate,Middle,Urban,Business Owner,14.59
Female,School,High,Rural,Doctor,25.7
Female,School,High,Urban,Software Engineer,28.41
Male,Graduate,Low,Rural,Farmer,10.21
Female,Postgraduate,Low,Rural,Government Officer,21.93
Male,School,Low,Rural,Teacher,12.89
Male,Graduate,Middle,Rural,Farmer,7.44
Female,School,Middle,Urban,Software Engineer,10.83
Female,Postgraduate,Low,Urban,Teacher,6.98
Male,School,Middle,Rural,Farmer,8.79
Male,Postgraduate,Middle,Rural,Teacher,8.96
Male,School,High,Urban,Teacher,11.07
Female,Postgraduate,Middle,Rural,Business Owner,14.62
Male,Graduate,High,Rural,Business Owner,13.26
Female,Postgraduate,Low,Rural,Teacher,7.35
Female,Graduate,Middle,Urban,Teacher,12.19
Female,Postgraduate,High,Urban,Government Officer,23.82
Male,Graduate,Middle,Rural,Software Engineer,25.4
Female,School,High,Rural,Software Engineer,12.4
Female,Postgraduate,High,Urban,Doctor,25.76
Female,School,Middle,Urban,Doctor,31.71
Female,Graduate,Low,Urban,Doctor,26.82
Female,Postgraduate,High,Urban,Business Owner,13.27
Male,Postgraduate,Low,Urban,Business Owner,11.41
Female,School,Middle,Urban,Government Officer,16.3
Female,Postgraduate,Middle,Urban,Business Owner,10.91
Male,Postgraduate,Low,Urban,Doctor,18.91
Female,School,Middle,Rural,Farmer,8.3
Male,Postgraduate,High,Rural,Teacher,10.09
Female,School,Low,Urban,Doctor,29.7
Male,School,Middle,Rural,Government Officer,16.0
Male,School,Middle,Urban,Teacher,9.61
Female,School,Low,Rural,Business Owner,16.16
Female,School,High,Urban,Teacher,14.63
Female,Graduate,Low,Urban,Farmer,6.14
Male,Graduate,Middle,Rural,Government Officer,15.88
Male,School,Middle,Rural,Business Owner,13.39
Male,Graduate,Low,Rural,Software Engineer,24.48
Female,Graduate,High,Rural,Doctor,34.23
Male,Postgraduate,High,Rural,Farmer,7.83
Male,School,High,Urban,Farmer,10.31
Female,Graduate,Low,Urban,Doctor,24.29
Male,Postgraduate,High,Urban,Government Officer,12.52
Male,Postgraduate,High,Rural,Government Officer,23.62
Female,School,High,Urban,Farmer,5.61
Male,School,High,Urban,Doctor,17.77
Female,Postgraduate,Middle,Rural,Teacher,14.96
Female,School,Low,Urban,Software Engineer,16.95
Female,School,Low,Rural,Software Engineer,12.73
Female,Postgraduate,High,Rural,Government Officer,16.05
Female,Postgraduate,Low,Urban,Government Officer,18.68
Male,School,Low,Urban,Teacher,5.88
Male,Graduate,Middle,Rural,Government Officer,16.58
Female,School,Low,Rural,Software Engineer,23.38
Female,Graduate,Middle,Urban,Doctor,33.32
Male,Postgraduate,Low,Urban,Farmer,6.58
Female,Graduate,Middle,Urban,Software Engineer,21.29
Female,Postgraduate,Middle,Urban,Teacher,11.36
Female,School,Low,Urban,Doctor,16.42
Male,School,Middle,Rural,Doctor,21.84
Male,Postgraduate,Middle,Rural,Farmer,9.16
Female,Postgraduate,Low,Urban,Software Engineer,24.71
Female,Postgraduate,Middle,Urban,Doctor,22.12
Male,School,Middle,Urban,Doctor,15.13
Male,School,Middle,Urban,Government Officer,12.09
Female,Graduate,Middle,Urban,Doctor,25.76
Female,Postgraduate,Middle,Rural,Teacher,10.51
Male,Graduate,High,Rural,Doctor,26.11
Male,School,Middle,Urban,Government Officer,21.38
Male,Graduate,Middle,Urban,Business Owner,19.06
Female,Graduate,Middle,Urban,Business Owner,19.88
Male,School,Middle,Rural,Teacher,12.01
Female,School,Low,Rural,Farmer,7.63
Male,Postgraduate,High,Rural,Farmer,4.27
Male,Graduate,Low,Urban,Teacher,8.84
Male,School,High,Urban,Doctor,26.45
Male,School,Middle,Rural,Doctor,35.0
Female,Graduate,Middle,Rural,Business Owner,9.52
Female,School,High,Urban,Business Owner,17.52
Male,Postgraduate,High,Rural,Software Engineer,29.98
Female,Postgraduate,Low,Rural,Business Owner,17.66
Male,Graduate,High,Rural,Business Owner,17.21
Male,Postgraduate,Middle,Urban,Teacher,7.59
Male,School,Low,Urban,Software Engineer,10.07
Male,School,High,Rural,Farmer,5.03
Female,School,High,Rural,Software Engineer,25.8
Male,School,Low,Urban,Doctor,17.15
Male,Graduate,High,Urban,Doctor,20.92
Female,Postgraduate,Middle,Rural,Software Engineer,21.25
Male,Postgraduate,Low,Rural,Software Engineer,21.6
Male,School,High,Rural,Doctor,25.86
Male,Graduate,Middle,Urban,Teacher,14.81
Female,School,High,Rural,Teacher,5.12
Male,School,Low,Rural,Teacher,9.88
Female,Graduate,High,Rural,Teacher,10.04
Male,Graduate,High,Rural,Doctor,20.87
Male,School,High,Rural,Government Officer,18.83
Female,Postgraduate,Middle,Urban,Business Owner,16.08
Male,School,Middle,Rural,Business Owner,16.07
Male,Postgraduate,High,Rural,Business Owner,9.05
Female,Postgraduate,High,Urban,Business Owner,17.63
Female,Graduate,Low,Urban,Doctor,33.61
Female,Graduate,High,Rural,Government Officer,13.61
Female,School,Low,Rural,Doctor,23.33
Female,Postgraduate,Middle,Rural,Government Officer,18.65
Male,Postgraduate,High,Urban,Doctor,17.7
Female,School,Low,Urban,Software Engineer,20.07
Male,School,Middle,Urban,Government Officer,14.69
Male,School,Low,Urban,Business Owner,19.22
Male,Graduate,Middle,Rural,Government Officer,17.83
Female,School,High,Urban,Farmer,11.95
Female,School,Low,Rural,Teacher,5.47
Male,Postgraduate,High,Urban,Government Officer,13.66
Female,School,Low,Rural,Farmer,6.99
Female,Postgraduate,Middle,Rural,Teacher,13.74
Female,Postgraduate,Low,Rural,Farmer,8.0
Female,Graduate,Low,Urban,Teacher,12.32
Male,School,High,Rural,Software Engineer,18.47
Male,School,High,Rural,Government Officer,12.53
Female,Postgraduate,High,Rural,Farmer,8.83
Male,Graduate,Middle,Urban,Software Engineer,22.68
Female,Graduate,High,Rural,Business Owner,8.86
Female,School,Low,Urban,Government Officer,14.22
Male,Postgraduate,Middle,Rural,Doctor,24.52
Male,School,High,Urban,Doctor,23.93
Male,School,Low,Rural,Doctor,30.05
Female,School,Low,Rural,Farmer,6.49
Male,School,Middle,Rural,Farmer,8.97
Female,Postgraduate,Low,Rural,Teacher,12.04
Male,Graduate,High,Urban,Doctor,27.9
Male,School,Low,Rural,Business Owner,15.15
Female,School,High,Rural,Farmer,10.25
Female,School,High,Rural,Government Officer,20.54
Female,School,Middle,Urban,Farmer,10.51
Female,Graduate,Low,Urban,Government Officer,20.28
Female,Graduate,Middle,Urban,Farmer,4.43
Female,Graduate,Middle,Rural,Teacher,8.09
Female,Graduate,Middle,Urban,Teacher,8.3
Female,School,High,Urban,Teacher,5.94
Male,Postgraduate,High,Urban,Business Owner,16.31
Female,Graduate,High,Rural,Farmer,8.36
Female,Graduate,High,Urban,Government Officer,19.67
Male,School,Low,Rural,Farmer,7.31
Female,School,Low,Urban,Software Engineer,20.86
Male,School,High,Urban,Teacher,5.08
Male,School,High,Rural,Doctor,16.92
Female,Postgraduate,Low,Rural,Software Engineer,23.67
Male,Postgraduate,Middle,Rural,Software Engineer,15.23
Female,Graduate,Middle,Urban,Teacher,6.08
Male,Postgraduate,High,Rural,Doctor,21.57
Male,Graduate,Middle,Rural,Teacher,7.54
Male,Graduate,High,Urban,Teacher,5.29
Female,Postgraduate,High,Rural,Doctor,23.21
Female,Graduate,High,Rural,Software Engineer,10.54
Male,School,Low,Urban,Software Engineer,10.01
Male,Graduate,Middle,Urban,Farmer,10.13
Female,School,Low,Urban,Doctor,21.3
Female,Postgraduate,Middle,Rural,Software Engineer,21.35
Male,Postgraduate,Low,Urban,Business Owner,11.57
Male,Graduate,Low,Rural,Teacher,14.3
Female,School,High,Urban,Business Owner,16.75
Female,Graduate,High,Urban,Business Owner,12.43
Female,Postgraduate,Low,Urban,Farmer,4.9
Female,Graduate,Middle,Rural,Farmer,4.24
Female,Graduate,Middle,Rural,Farmer,9.86
Male,School,High,Rural,Business Owner,13.44
Female,Postgraduate,High,Rural,Government Officer,15.02
Male,Graduate,Middle,Rural,Government Officer,23.96
Female,School,Middle,Urban,Business Owner,12.68
Male,Graduate,Middle,Urban,Teacher,10.43
Female,School,High,Urban,Business Owner,18.29
Female,School,Middle,Urban,Business Owner,18.0
Male,Graduate,High,Rural,Farmer,8.74
Male,Postgraduate,Low,Rural,Farmer,11.0
Female,Postgraduate,Low,Rural,Farmer,11.57
Female,School,Low,Urban,Government Officer,24.16
Female,Postgraduate,Middle,Urban,Business Owner,12.19
Female,School,High,Rural,Teacher,8.97
Female,Postgraduate,Middle,Urban,Teacher,7.41
Male,Graduate,High,Urban,Farmer,10.53
Male,Postgraduate,Middle,Rural,Farmer,4.1
Female,School,Low,Urban,Business Owner,12.26
Male,School,High,Rural,Teacher,5.1
Male,Postgraduate,Middle,Urban,Business Owner,15.14
Male,Graduate,High,Rural,Government Officer,20.56
Female,School,High,Urban,Business Owner,10.99
Male,School,Middle,Rural,Farmer,9.63
Female,School,Middle,Rural,Software Engineer,17.63
Male,School,High,Urban,Government Officer,16.05
Female,School,High,Urban,Teacher,14.56
Male,Graduate,Low,Rural,Teacher,10.89
Female,Postgraduate,High,Rural,Farmer,5.27
Female,Graduate,Low,Rural,Farmer,11.85
Male,Graduate,Low,Rural,Government Officer,17.04
Female,School,Low,Rural,Farmer,8.83
Female,Graduate,High,Urban,Software Engineer,24.48
Female,School,Low,Urban,Government Officer,17.49
Female,Graduate,High,Urban,Farmer,7.82
Female,School,High,Urban,Doctor,19.8
Female,School,Middle,Urban,Software Engineer,19.32
Female,Graduate,High,Rural,Government Officer,16.04
Female,Graduate,High,Urban,Doctor,25.95
Male,Postgraduate,Low,Urban,Business Owner,16.04
Male,Postgraduate,High,Rural,Software Engineer,22.28
Female,Postgraduate,High,Rural,Business Owner,17.32
Female,Graduate,Middle,Urban,Doctor,15.83
Male,Graduate,Middle,Urban,Teacher,5.79
Male,School,Low,Rural,Teacher,7.05
Male,Postgraduate,Low,Urban,Farmer,11.87
Female,School,Middle,Rural,Teacher,13.0
Male,School,Middle,Urban,Business Owner,19.09
Female,School,High,Urban,Software Engineer,15.44
Female,School,Low,Urban,Business Owner,14.89
Male,Postgraduate,Low,Urban,Business Owner,14.66
Female,School,High,Rural,Teacher,10.7
Female,Graduate,High,Rural,Business Owner,16.61
Female,Graduate,Low,Urban,Doctor,22.88
Female,Graduate,Middle,Urban,Government Officer,20.8
Male,Postgraduate,Middle,Urban,Government Officer,22.25
Male,School,High,Urban,Government Officer,15.76
Female,Postgraduate,Low,Rural,Farmer,11.51
Female,School,High,Rural,Teacher,10.18
Male,Postgraduate,Middle,Urban,Teacher,12.33
Female,Postgraduate,Middle,Rural,Government Officer,21.48
Male,School,High,Rural,Software Engineer,21.3
Female,Postgraduate,Middle,Urban,Farmer,5.9
Female,School,Low,Urban,Government Officer,20.67
Male,Graduate,High,Urban,Business Owner,9.05
Male,Graduate,High,Rural,Government Officer,24.76
Male,Graduate,High,Rural,Government Officer,14.39
Male,Postgraduate,Middle,Rural,Software Engineer,15.51
Female,Graduate,Low,Rural,Teacher,14.54
Male,School,High,Urban,Teacher,6.87
Female,Graduate,High,Urban,Business Owner,10.04
Male,Graduate,Middle,Urban,Government Officer,22.46
Male,Postgraduate,Low,Rural,Doctor,20.03
Female,School,High,Urban,Business Owner,9.14
Male,Postgraduate,Middle,Urban,Teacher,7.27
Male,Postgraduate,High,Rural,Software Engineer,27.77
Male,School,Middle,Urban,Teacher,7.8
Male,Postgraduate,Low,Rural,Teacher,11.95
Female,School,Middle,Rural,Software Engineer,17.9
Female,Graduate,High,Urban,Government Officer,15.41
Male,School,High,Urban,Government Officer,13.87
Male,School,Middle,Rural,Teacher,14.72
Male,School,Low,Urban,Business Owner,14.25
Female,Postgraduate,Low,Urban,Doctor,17.3
Female,School,High,Rural,Business Owner,10.39
Female,School,High,Urban,Farmer,6.67
Female,School,Middle,Rural,Business Owner,14.53
Male,Graduate,Middle,Rural,Teacher,6.82
Male,School,Middle,Rural,Teacher,7.78
Male,Postgraduate,Low,Rural,Doctor,30.67
Female,School,Low,Urban,Doctor,23.35
Male,School,High,Urban,Doctor,15.03
Female,Graduate,High,Urban,Teacher,5.54
Female,School,High,Rural,Teacher,9.39
Male,Postgraduate,Middle,Urban,Business Owner,8.72
Male,School,Low,Rural,Teacher,6.74
